model,image,input_size,detections,best_class_id,best_label,best_confidence,best_left,best_top,best_right,best_bottom,preprocess_ms,inference_ms,total_ms,cpu_percent,pss_mb,rss_mb,model_size_mb,gpu_usage_percent,delegate
"yolo11s_320","ch0_20250504151517_20250504151817_f02950_jpg.rf.f9fb161c48ac277e3c4377828c449261.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.4810,545.1958,586.6326,127.5023,228.6357,273.3555,36.2056,,"CPU"
"yolo11s_320","ch0_20250504151817_20250504152117_f00860_jpg.rf.aed04b9771fccada2de65166143e3eb3.jpg",320,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.7359,804.8292,687.2822,840.7744,722.7841,37.5302,541.9220,582.3973,119.8474,232.8350,277.1328,36.2056,,"CPU"
"yolo11s_320","ch0_20250504151817_20250504152117_f03560_jpg.rf.fdb8dfbec5d0bef191ce8293ab736fc9.jpg",320,6,50,"306-toc-do-toi-thieu-60",0.9581,1159.7677,224.4282,1267.1748,333.4958,37.6914,544.7166,586.5686,120.1882,236.7568,281.0234,36.2056,,"CPU"
"yolo11s_320","ch0_20250504154520_20250504154820_f02180_jpg.rf.33f076286bb1639912441813a8e67f2d.jpg",320,2,19,"127-toc-do-toi-da-80",0.7580,1302.8708,577.5408,1397.1577,674.5754,37.5114,542.2764,582.8941,121.9753,240.2178,284.4336,36.2056,,"CPU"
"yolo11s_320","ch0_20250504154520_20250504154820_f02830_jpg.rf.4ce52082b9c10ae58656589d07172f7d.jpg",320,1,56,"438-ket-thuc-duong-cao-toc",0.9380,1308.9156,104.5533,1362.3091,172.4318,41.4647,542.5501,588.8496,124.1369,230.2490,274.9141,36.2056,,"CPU"
"yolo11s_320","ch0_20250504163332_20250504163632_f02200_jpg.rf.d8084ac703bc068a0dda1e098fcc769e.jpg",320,7,23,"131a-cam-do-xe",0.9356,1693.4506,488.0136,1735.1613,550.4892,37.3096,543.2552,583.9882,118.3223,234.6396,278.7227,36.2056,,"CPU"
"yolo11s_320","ch0_20250504163332_20250504163632_f04020_jpg.rf.5fea7fffc3a908d01593f97b003a8404.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.5369,542.5748,583.4051,118.6114,238.3389,282.5508,36.2056,,"CPU"
"yolo11s_320","ch0_20250511151404_20250511151904_f02595_jpg.rf.d921c03cdea5fbba215a16bdfda74a5f.jpg",320,1,42,"301a-cac-xe-chi-duoc-di-thang",0.9650,1440.7747,249.6844,1560.2883,381.6798,37.6048,546.4230,588.0512,124.8158,228.0576,272.7305,36.2056,,"CPU"
"yolo11s_320","ch0_20250511152904_20250511153404_f01350_jpg.rf.095a607564ebd68f6172d7114a549455.jpg",320,2,2,"103b-cam-oto-re-phai",0.9034,1542.7388,557.8553,1604.2919,631.0250,37.4655,543.1618,583.7436,119.9134,232.2451,276.5313,36.2056,,"CPU"
"yolo11s_320","ch0_20250511153904_20250511154404_f02640_jpg.rf.a47a398c69b0b006451dac1cd622f542.jpg",320,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.6723,450.1691,608.1755,484.6493,660.0866,37.5653,541.6531,582.3390,116.9405,235.9287,279.9922,36.2056,,"CPU"
"yolo11s_320","ch0_20250511161258_20250511161758_f01807_jpg.rf.338d12bdbeda47bf65b2aaa154ccdc54.jpg",320,1,23,"131a-cam-do-xe",0.8098,1669.9636,503.2831,1709.4038,556.9202,37.6591,543.4109,584.0488,117.9673,239.5068,283.6953,36.2056,,"CPU"
"yolo11s_320","ch0_20250511161758_20250511162258_f03029_jpg.rf.e60388f056fd6de3298bc7058207e5f0.jpg",320,1,23,"131a-cam-do-xe",0.9428,1504.4205,493.0565,1555.9977,553.4346,37.7584,542.5874,585.2969,125.5728,229.6357,274.1836,36.2056,,"CPU"
"yolo11s_320","ch0_20250511163258_20250511163758_f05772_jpg.rf.dc078d52f13ec83aeca168a74000650f.jpg",320,1,9,"124b-cam-oto-quay-dau-xe",0.5309,1223.4006,611.4031,1259.2908,648.3668,37.5974,542.1671,582.6966,118.5845,233.8154,278.0664,36.2056,,"CPU"
"yolo11s_320","ch0_20250511163759_20250511164259_f05863_jpg.rf.207a395b469f8a7123bcb8a55f7dbde0.jpg",320,1,3,"103c-cam-oto-re-trai",0.3720,587.3367,188.4948,687.7982,281.7108,37.5289,542.1228,582.6234,119.8010,237.5146,281.9609,36.2056,,"CPU"
"yolo11s_320","ch0_20250517125209_20250517125709_f01287_jpg.rf.125dce0ef81540ea0d3244f51213b4ca.jpg",320,2,6,"123a-cam-re-trai",0.9436,1426.9995,603.5102,1468.3411,650.7567,37.5243,543.4398,586.3771,125.8521,227.7139,272.4727,36.2056,,"CPU"
"yolo11s_320","ch0_20250517125709_20250517130209_f01937_jpg.rf.c6f1222828b588ac2d440b15e1af0634.jpg",320,1,27,"134-het-han-che-toc-do-toi-da",0.4284,1045.5004,643.3240,1080.5334,683.0056,37.7833,541.9548,582.6269,120.8302,231.6826,276.0508,36.2056,,"CPU"
"yolo11s_320","ch0_20250517125709_20250517130209_f01989_jpg.rf.b076ffddc9286b5a1fca351aaef1d7e9.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.4732,541.7479,582.0424,120.7787,235.5498,279.8711,36.2056,,"CPU"
"yolo11s_320","ch0_20250517162300_20250517162800_f05330_jpg.rf.004ce4e33d87f72d849ccc28afccd879.jpg",320,1,19,"127-toc-do-toi-da-80",0.5526,1356.8746,546.2115,1410.4634,601.2180,37.3165,546.8519,587.7375,118.9286,239.2725,283.5352,36.2056,,"CPU"
"yolo11s_320","ch0_20250517162801_20250517163301_f02184_jpg.rf.bf656ec4c0279059e2775f8a0b3306ac.jpg",320,2,11,"125-cam-vuot",0.5265,1633.4202,347.4677,1691.5833,425.3107,37.7029,549.2861,591.2471,126.6772,229.2764,274.1406,36.2056,,"CPU"
"yolo11s_320","ch0_20250517164301_20250517164801_f00507_jpg.rf.69bb4eae7f768bb5d9a88a35980330f1.jpg",320,2,22,"130-cam-dung-va-do-xe",0.9247,1564.2533,337.3570,1647.7531,443.3507,37.5217,542.2949,582.9133,119.2266,233.4834,277.7578,36.2056,,"CPU"
"yolo11s_320","ch0_20250517171302_20250517171802_f01924_jpg.rf.e561c9eba1571fc7c47d3793e83a9454.jpg",320,2,1,"103a-cam-oto",0.4865,1410.5846,676.0165,1434.6392,708.0629,37.4005,542.7089,583.0969,119.8752,237.1748,281.3945,36.2056,,"CPU"
"yolo11s_640","376_jpg.rf.4be45b6bd889aa6e8432f712997e88dd.jpg",640,2,5,"107-cam-oto-khach-va-oto-tai",0.8260,375.2985,277.3123,400.0811,295.5026,146.1366,2315.2514,2478.8285,121.7098,279.4902,324.0039,36.2777,,"CPU"
"yolo11s_640","4_mp4-0002_jpg.rf.378ddc9a1b8edabcf6883c5a72b0e80d.jpg",640,1,45,"301d-cac-xe-chi-duoc-re-phai-2",0.9241,387.8207,66.3190,531.0081,149.6019,145.5674,2325.6802,2483.9227,120.1723,293.9043,338.2227,36.2777,,"CPU"
"yolo11s_640","4_mp4-0065_jpg.rf.4a889c6bd7bfa8515b55bae6d21a9858.jpg",640,1,45,"301d-cac-xe-chi-duoc-re-phai-2",0.9299,468.0861,49.9287,618.0795,135.2549,150.4541,2316.1033,2480.4902,120.4999,287.4238,331.9023,36.2777,,"CPU"
"yolo11s_640","4_mp4-0079_jpg.rf.7bb0baec5c447fec393734ddc09eba72.jpg",640,1,45,"301d-cac-xe-chi-duoc-re-phai-2",0.9324,456.5706,58.0339,606.3361,143.1969,145.7343,2321.7286,2484.4936,120.7479,282.5918,327.2383,36.2777,,"CPU"
"yolo11s_640","517_jpg.rf.3365e9d3f7787c53d4f330c9317b2c3d.jpg",640,1,30,"137-cam-re-trai-va-re-phai",0.9175,363.1635,116.7413,393.4080,167.0279,146.2958,2312.8576,2477.1893,122.4360,277.3535,321.9883,36.2777,,"CPU"
"yolo11s_640","6432930985452_mp4-0006_jpg.rf.2a8f28c40fd6ecda3333caa0532c516f.jpg",640,2,33,"205-duong-giao-nhau",0.8599,319.8210,206.2043,397.4662,249.9149,145.6244,2318.9589,2478.0209,120.4989,291.6504,335.9961,36.2777,,"CPU"
"yolo11s_640","6432941026760_mp4-0002_jpg.rf.a3ad0991ac8035a20fec19321776f20e.jpg",640,1,39,"225-chu-y-tre-em",0.9735,88.9881,303.5710,137.8036,330.1732,145.6121,2324.3318,2484.9397,120.8472,284.9863,329.9297,36.2777,,"CPU"
"yolo11s_640","6432944636915_mp4-0028_jpg.rf.e2faf3f5559fde6bf98d92b08f8df413.jpg",640,3,29,"136-cam-di-thang",0.9016,136.9279,338.6704,170.0258,358.2504,146.0840,2323.6923,2486.2618,120.3405,280.2480,324.8125,36.2777,,"CPU"
"yolo11s_640","6438222152829_mp4-0073_jpg.rf.821d491f7ae20e69e29ea8667ad15bf4.jpg",640,1,18,"127-toc-do-toi-da-70",0.9431,317.8906,261.6943,366.7548,289.9500,145.6439,2319.3783,2480.2775,120.5102,294.6777,331.4609,36.2777,,"CPU"
"yolo11s_640","6438222152829_mp4-0115_jpg.rf.9ecc4398589661778243262d2d7b58a7.jpg",640,1,18,"127-toc-do-toi-da-70",0.9242,79.9775,306.0625,130.2417,333.7513,145.5282,2316.8106,2473.5220,121.2435,290.1855,334.4531,36.2777,,"CPU"
"yolo11s_640","7_jpg.rf.fc20b3103435b9baf0d1537e5b75d37e.jpg",640,3,30,"137-cam-re-trai-va-re-phai",0.9217,10.0171,375.0927,32.3813,408.0873,145.8635,2322.9127,2483.7828,119.9776,283.7520,328.5859,36.2777,,"CPU"
"yolo11s_640","812_jpg.rf.9042caec1c9cb13ffd30654e9ef12a6f.jpg",640,2,51,"407a-duong-mot-chieu",0.9035,481.1925,234.6743,500.3350,267.9060,145.8783,2317.0505,2480.8430,120.5226,278.8730,323.4570,36.2777,,"CPU"
"yolo11s_640","8_jpg.rf.2f29afa5c73f30e6db9c8febb349fdd5.jpg",640,3,30,"137-cam-re-trai-va-re-phai",0.9229,26.7525,207.2114,59.4550,262.0919,145.6739,2312.8031,2473.3549,120.3219,293.5723,337.9570,36.2777,,"CPU"
"yolo11s_640","946_jpg.rf.adbd2325400dbee2acc362c831534168.jpg",640,2,57,"442-cho",0.8946,407.7836,349.1760,430.1871,389.3494,145.7728,2322.8972,2483.5269,122.6876,286.4746,330.9648,36.2777,,"CPU"
"yolo11s_640","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",640,2,37,"221-duong-go-ghe",0.9283,590.4832,247.6864,621.3755,288.8391,150.0882,2321.5175,2487.9795,121.0605,282.0020,326.1914,36.2777,,"CPU"
"yolo11s_640","A-nh-ma-n-hi-nh-2025-03-23-lu-c-00_00_38_png.rf.33d0b8be20a15121992d6c781612db26.jpg",640,1,29,"136-cam-di-thang",0.9829,26.5971,118.4859,151.5901,300.4472,145.8357,2322.3557,2485.1495,119.9514,276.7363,321.4141,36.2777,,"CPU"
"yolo11s_640","Eddy2612-online-video-cutter_com-_mp4-0087_jpg.rf.a8b63de290830a8a569ab9b94e8c6b56.jpg",640,1,13,"127-toc-do-toi-da-20",0.9111,277.7571,127.6179,373.4480,186.3590,145.7744,2319.3706,2478.0462,119.7309,291.3496,335.5977,36.2777,,"CPU"
"yolo11s_640","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_08_05_mov-0054_jpg.rf.8210917d1062e06e013d0cd56a0af732.jpg",640,1,49,"303-noi-giao-nhau-chay-theo-vong-xuyen",0.9197,194.5961,23.5411,454.3189,352.6918,145.9317,2323.8064,2483.9632,121.4182,284.9082,329.8320,36.2777,,"CPU"
"yolo11s_640","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_25_28_mov-0039_jpg.rf.c3dffa99ceeb2ccfac3193655497d12e.jpg",640,1,36,"209-giao-nhau-co-tin-hieu-den",0.9098,131.1226,117.9989,224.6930,255.8974,145.8340,2313.9804,2476.3507,120.1354,279.7949,324.2500,36.2777,,"CPU"
"yolo11s_640","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_25_28_mov-0146_jpg.rf.e35fdd91170a46c9280260785119000e.jpg",640,1,36,"209-giao-nhau-co-tin-hieu-den",0.9101,131.1129,117.9552,224.6733,255.8663,145.7268,2318.6360,2479.4204,119.5436,294.0215,338.5039,36.2777,,"CPU"
"yolo11s_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-14_04_42_mov-0017_jpg.rf.b635a1968c52972696572e13f5cf98d6.jpg",640,2,44,"301c-cac-xe-chi-duoc-re-trai",0.9524,25.1042,45.5051,307.0394,617.2763,150.0966,2321.4061,2483.8248,121.2226,296.6895,341.1094,36.2777,,"CPU"
"yolo11s_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_06_54_mov-0123_jpg.rf.197f8c0a1a3c6ef7eca2eb4bc9b02e42.jpg",640,1,52,"420-bat-dau-khu-dong-dan-cu",0.9082,91.8718,243.3181,382.1442,384.4750,145.9200,2326.2178,2488.1966,122.0955,282.7402,327.5313,36.2777,,"CPU"
"yolo11s_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_06_54_mov-0169_jpg.rf.ffb7a1764cbb0e63ccaa9eea360f6403.jpg",640,1,52,"420-bat-dau-khu-dong-dan-cu",0.9088,91.8948,243.2851,382.1407,384.4758,145.8096,2315.1856,2475.5168,120.8226,277.6895,322.4844,36.2777,,"CPU"
"yolo11s_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_38_46_mov-0128_jpg.rf.611046171b0f3d2701b8a6a449f93d27.jpg",640,1,53,"421-ket-thuc-khu-dong-dan-cu",0.9523,466.7014,198.1171,619.3357,339.0383,145.6389,2316.0566,2476.1127,118.2898,292.3242,336.7031,36.2777,,"CPU"
"yolo11s_640","IMG_0493_jpeg.rf.3ae39d1297e3e1de25b07f168e79bc36.jpg",640,1,25,"131c-cam-do-xe-ngay-chan",0.5037,710.5934,245.7147,882.6268,447.6796,153.6740,2346.3350,2512.5520,124.4944,297.5625,341.7227,36.2777,,"CPU"
"yolo11s_640","IMG_4007-MOV_out0082_png.rf.7bbdf7cb3b519eb3ae5d2c2185311585.jpg",640,4,0,"102-cam-di-nguoc-chieu",0.9518,39.9819,187.9155,78.6983,266.4111,145.9223,2326.8844,2490.5309,122.2622,281.0586,325.7656,36.2777,,"CPU"
"yolo11s_640","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",640,4,17,"127-toc-do-toi-da-60",0.9059,509.1576,240.8668,532.8282,290.1432,146.1505,2321.5399,2483.5124,120.8760,276.1758,320.7852,36.2777,,"CPU"
"yolo11s_640","IMG_4028-MOV_out0011_png.rf.a99e3f8eb0f391dc63d04a13f66c7d92.jpg",640,3,17,"127-toc-do-toi-da-60",0.9268,368.3238,112.5753,421.7170,204.5886,146.0368,2320.9444,2479.9272,118.7531,290.8281,335.4063,36.2777,,"CPU"
"yolo11s_640","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",640,4,40,"227-cong-truong",0.9702,242.9507,426.9842,309.6410,532.9280,145.5804,2326.0269,2488.9702,121.3345,284.1279,328.7266,36.2777,,"CPU"
"yolo11s_640","IMG_4041-MOV_out0020_png.rf.91d13da17f2f3d6f9c8ffdd204463ac2.jpg",640,1,31,"201-cho-ngoat-nguy-hiem",0.8153,140.2849,215.3599,219.7208,345.2070,145.6590,2327.0808,2486.9419,121.9562,278.8584,323.6641,36.2777,,"CPU"
"yolo11s_640","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",640,4,6,"123a-cam-re-trai",0.9398,144.2601,332.0194,175.5791,382.2122,145.7176,2318.7254,2479.2343,119.2702,293.5811,338.2148,36.2777,,"CPU"
"yolo11s_640","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",640,6,16,"127-toc-do-toi-da-50",0.9195,273.5899,335.5240,287.4312,358.0514,150.0904,2317.5555,2482.3684,119.9244,287.0586,331.7969,36.2777,,"CPU"
"yolo11s_640","IMG_4051-MOV_out0049_png.rf.0cdced0af44df2b18e13adfddda976bb.jpg",640,1,41,"245-di-cham",0.9375,245.4203,156.0542,338.5898,291.2972,145.6257,2325.6648,2486.7612,121.2815,282.0156,327.1289,36.2777,,"CPU"
"yolo11s_640","IMG_4051-MOV_out0052_png.rf.c7fb9ae66a6356120ecff9f0903bb4a1.jpg",640,1,41,"245-di-cham",0.8848,323.2729,125.0297,404.8524,252.6452,145.7132,2322.1933,2483.0095,121.5039,277.3281,321.9844,36.2777,,"CPU"
"yolo11s_640","IMG_4052-MOV_out0095_png.rf.cd837ddfd7779c6029cf8843e67a522d.jpg",640,1,31,"201-cho-ngoat-nguy-hiem",0.8840,254.8997,257.6921,288.0904,305.7396,146.3567,2317.6219,2478.9867,119.4435,291.6055,336.0078,36.2777,,"CPU"
"yolo11s_640","IMG_4055-MOV_out0002_png.rf.94c5ef6aa29fbe4784d4de3f78f2b683.jpg",640,3,16,"127-toc-do-toi-da-50",0.8663,292.0905,142.5819,346.5800,254.1001,145.7284,2320.5102,2481.5736,120.1244,285.1484,329.5859,36.2777,,"CPU"
"yolo11s_640","IMG_4063-MOV_out0014_png.rf.f12c9a9d9bc1a12865d7f0d9c2699bd2.jpg",640,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9122,244.8932,276.1796,414.1981,582.1683,146.0432,2321.2519,2483.3734,121.3663,280.0742,324.8867,36.2777,,"CPU"
"yolo11s_640","IMG_4068-MOV_out0014_png.rf.46899b0d6413e15a0ae59681905e76ea.jpg",640,1,23,"131a-cam-do-xe",0.8686,449.4382,407.0253,469.7808,440.4923,145.7914,2338.2860,2497.3843,118.4034,295.0850,339.3008,36.2777,,"CPU"
"yolo11s_640","IMG_4088-MOV_out0008_png.rf.d90b9e2562e7f2317a06cd60967c20b2.jpg",640,1,22,"130-cam-dung-va-do-xe",0.9390,134.9324,200.0082,218.8346,345.4459,156.2843,2316.5307,2487.9062,120.8642,287.4521,332.2734,36.2777,,"CPU"
"yolo11s_640","IMG_4090-MOV_out0026_png.rf.878b7d031dda48c5609c1198ec6054fa.jpg",640,3,22,"130-cam-dung-va-do-xe",0.9401,241.7454,260.0844,325.3972,403.9953,146.6107,2325.3679,2486.1959,120.3807,282.3818,327.0938,36.2777,,"CPU"
"yolo11s_640","IMG_4090-MOV_out0027_png.rf.88dba89fb23debf0a97ce44daab9bfb2.jpg",640,2,22,"130-cam-dung-va-do-xe",0.9424,235.7032,206.9335,325.0666,357.7091,146.0319,2318.5992,2479.9760,121.8949,277.3857,322.3633,36.2777,,"CPU"
"yolo11s_640","IMG_4092-MOV_out0022_png.rf.713fb9936736c64cf149876cc11b2222.jpg",640,1,10,"124c-cam-re-trai-va-cam-quay-dau-xe",0.9762,90.4160,262.0638,222.2478,511.9042,145.4512,2318.3909,2477.3861,119.9244,292.1826,336.7422,36.2777,,"CPU"
"yolo11s_640","IMG_4094-MOV_out0042_png.rf.87f31848eb608dff4b9db2d8af1394c0.jpg",640,1,23,"131a-cam-do-xe",0.8926,280.8921,159.9665,422.0403,404.8947,146.2092,2319.7760,2482.8552,120.4251,285.3076,330.2188,36.2777,,"CPU"
"yolo11s_640","IMG_4102-MOV_out0004_png.rf.a8ff3f3168fed99a978b85593b5ae2d7.jpg",640,1,23,"131a-cam-do-xe",0.9121,75.9039,206.6394,223.9749,466.8567,145.8213,2320.3491,2480.8678,120.7227,280.0537,324.9297,36.2777,,"CPU"
"yolo11s_640","IMG_4112-MOV_out0033_png.rf.e613a1f06ff12b7a34f8ec255aeacb89.jpg",640,5,17,"127-toc-do-toi-da-60",0.8937,271.7356,142.4205,313.0364,211.5038,145.9552,2324.1466,2482.8941,120.2222,294.8506,339.1016,36.2777,,"CPU"
"yolo11s_640","IMG_4122-MOV_out0005_png.rf.1f4d23954e1988995727f1a64e6cbbbc.jpg",640,1,23,"131a-cam-do-xe",0.9153,285.4026,207.0217,358.2677,338.2608,150.1953,2348.3953,2513.1817,121.2403,294.7139,339.6055,36.2777,,"CPU"
"yolo11s_640","IMG_4122-MOV_out0064_png.rf.af462c333d954aee4ca15a655354abe5.jpg",640,1,23,"131a-cam-do-xe",0.9137,70.5863,315.7876,152.0885,459.6813,145.8256,2321.9318,2484.5630,120.4632,283.2178,328.0352,36.2777,,"CPU"
"yolo11s_640","IMG_4139-MOV_out0005_png.rf.97b28cd0c0f71780403c4b84d24d8a4a.jpg",640,2,41,"245-di-cham",0.9225,297.9429,250.4911,342.4141,331.9877,145.7330,2316.2913,2476.4871,120.0482,278.3037,322.9063,36.2777,,"CPU"
"yolo11s_640","IMG_4146-MOV_out0029_png.rf.0daaf2020136bcd3f298eaf75ce59ef8.jpg",640,1,22,"130-cam-dung-va-do-xe",0.9254,103.5744,187.5349,134.7960,238.3765,145.5232,2320.3506,2478.7074,120.1428,292.9756,337.7188,36.2777,,"CPU"
"yolo11s_640","IMG_4153-MOV_out0027_png.rf.3b489fae87650e101d30d5c6a41cfc9f.jpg",640,5,16,"127-toc-do-toi-da-50",0.9299,444.0536,271.7822,495.7179,358.1421,146.5366,2321.0315,2482.7747,122.0402,286.1357,331.3125,36.2777,,"CPU"
"yolo11s_640","IMG_4156-MOV_out0004_png.rf.258de781248cb979aa7860533b259be6.jpg",640,1,8,"124a-cam-quay-dau-xe",0.8633,150.3459,268.3370,185.1857,326.3160,145.8095,2320.3477,2481.5293,120.8522,280.7959,325.7148,36.2777,,"CPU"
"yolo11s_640","IMG_4160-MOV_out0006_png.rf.d24a9a545520174ba55c97aecd39172b.jpg",640,2,23,"131a-cam-do-xe",0.9056,425.0034,358.1249,454.8703,406.2679,145.8670,2328.6945,2489.0620,121.0086,276.1982,320.6406,36.2777,,"CPU"
"yolo11s_640","IMG_4169-MOV_out0007_png.rf.2b7f1fe993d9f4ca54cf4c7d456f9a32.jpg",640,1,31,"201-cho-ngoat-nguy-hiem",0.7747,63.0568,50.6560,258.7502,379.7482,146.7127,2423.6624,2586.5747,117.3749,290.6191,335.4336,36.2777,,"CPU"
"yolo11s_640","IMG_4186-MOV_out0007_png.rf.1917a5c7b2cfe606bae80b1d817bf0f2.jpg",640,3,30,"137-cam-re-trai-va-re-phai",0.9610,182.2592,520.3861,225.6040,593.8422,148.0185,2407.4589,2570.3949,121.4203,284.1953,329.6055,36.2777,,"CPU"
"yolo11s_640","IMG_4200-MOV_out0029_png.rf.0fb9f2aa37e8780adb2e719bb0d542bf.jpg",640,1,36,"209-giao-nhau-co-tin-hieu-den",0.9202,0.0000,2.8880,392.8130,640.0000,146.0217,2353.2475,2513.7591,119.5810,278.1689,321.6367,36.2777,,"CPU"
"yolo11s_640","IMG_4215-MOV_out0030_png.rf.ee7ce2f58d7f466d4ac5f502e75f7226.jpg",640,1,33,"205-duong-giao-nhau",0.9142,373.4500,196.7290,427.7942,279.8449,146.7920,2330.5378,2491.2160,117.6931,292.5420,335.3516,36.2777,,"CPU"
"yolo11s_640","IMG_4215-MOV_out0062_png.rf.3674eafd2b4fdfccc3e09fc9b26e7975.jpg",640,2,0,"102-cam-di-nguoc-chieu",0.9820,351.1927,261.5515,428.8994,399.7798,150.3329,2318.9718,2483.2046,121.8984,291.5420,334.2773,36.2777,,"CPU"
"yolo11s_640","IMG_4218-MOV_out0006_png.rf.e57c98fe37e1ee748a41cbcc0fe9e60e.jpg",640,5,15,"127-toc-do-toi-da-40",0.9041,230.1358,426.0822,262.7135,476.3464,146.2874,2329.6197,2490.8915,122.2044,281.6982,324.3711,36.2777,,"CPU"
"yolo11s_640","MOV00728_mp4-0007_jpg.rf.9a2474f55178eaf5357d93dfbd910e22.jpg",640,1,53,"421-ket-thuc-khu-dong-dan-cu",0.9421,487.4296,52.9961,542.7899,145.7619,145.8452,2320.1397,2482.6080,121.0008,276.4639,319.2891,36.2777,,"CPU"
"yolo11s_640","MOV00732_mp4-0000_jpg.rf.b5cbb3eb96c921d963af9dcde7c08376.jpg",640,2,41,"245-di-cham",0.8920,430.3669,75.2819,450.4283,107.4219,145.7358,2318.7236,2478.7671,118.6472,291.1201,333.8320,36.2777,,"CPU"
"yolo11s_640","NO20250629-160524-000060F_f01836_jpg.rf.e7d99b92332fab1542b1491d4f57523a.jpg",640,3,22,"130-cam-dung-va-do-xe",0.8628,1626.6453,765.5758,1696.4469,833.5349,149.2649,2319.9374,2482.8180,120.5481,305.7451,348.5508,36.2777,,"CPU"
"yolo11s_640","NO20250710-170649-000005F_f03588_jpg.rf.fe490bfaf5cd21106fe7a2a7b795521f.jpg",640,3,54,"423a-duong-nguoi-di-bo-sang-ngang-1",0.9284,1996.4402,865.8650,2066.5073,942.9430,148.5256,2319.4866,2484.0185,122.4621,299.9873,342.9297,36.2777,,"CPU"
"yolo11s_640","NO20250712-170157-000088F_f00494_jpg.rf.c37edfad4641bfb747f5a2686ad5b113.jpg",640,3,20,"127-toc-do-toi-da-90",0.9319,1233.6724,866.1371,1273.5902,904.8652,148.7139,2323.7726,2488.6676,120.7868,295.3223,338.3242,36.2777,,"CPU"
"yolo11s_640","Tua-n-Khanh-1968-online-video-cutter_com-_mp4-0112_jpg.rf.8fce825012051f902d66d1dd19ef8bb7.jpg",640,1,14,"127-toc-do-toi-da-30",0.9310,282.2367,261.5107,329.7394,288.2748,146.0263,2322.1726,2480.8339,118.2662,292.4238,334.8203,36.2777,,"CPU"
"yolo11s_640","Tua-n-Khanh-1968-online-video-cutter_com-_mp4-0138_jpg.rf.e47a884fcd76e6cafb53643de1017bc6.jpg",640,1,14,"127-toc-do-toi-da-30",0.9216,325.2137,230.4857,385.4290,266.4553,146.0041,2319.6411,2478.4768,121.3237,281.9473,325.1094,36.2777,,"CPU"
"yolo11s_640","ch0_20250430101655_20250430101955_f00010_jpg.rf.4bc7057d8244b1093f3f7f474769dc97.jpg",640,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,147.9226,2321.8824,2484.9369,121.9737,285.2793,328.2109,36.2777,,"CPU"
"yolo11s_640","ch0_20250430101655_20250430101955_f01670_jpg.rf.d6ff095299d7c2bbf492f0669090f6a8.jpg",640,1,54,"423a-duong-nguoi-di-bo-sang-ngang-1",0.9067,1276.7992,663.9631,1320.7804,709.2647,147.7380,2325.1736,2489.1743,120.8022,280.5293,323.3008,36.2777,,"CPU"
"yolo11s_640","ch0_20250430104659_20250430104959_f03726_jpg.rf.a0cb74e29a4566d78f3a43b41dfe7bd4.jpg",640,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,147.6536,2316.6347,2477.5605,118.7452,295.2207,337.9297,36.2777,,"CPU"
"yolo11s_640","ch0_20250430104659_20250430104959_f03780_jpg.rf.65565d95b7a5537f767c535dc4e16cd0.jpg",640,2,54,"423a-duong-nguoi-di-bo-sang-ngang-1",0.9044,1325.5283,667.1906,1372.7175,717.6445,147.6438,2316.9581,2479.7086,122.1502,288.6387,331.1445,36.2777,,"CPU"
"yolo11s_640","ch0_20250430105000_20250430105300_f02826_jpg.rf.e2062c1fcdd3217b28a116cee3c45d2e.jpg",640,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,147.6243,2325.4425,2488.1008,121.3367,283.4512,326.4297,36.2777,,"CPU"
"yolo11s_640","ch0_20250430105300_20250430105600_f00252_jpg.rf.4f294a6511559e83c093a8303e3b864e.jpg",640,2,0,"102-cam-di-nguoc-chieu",0.5617,841.6990,700.7992,860.0726,720.6855,147.4615,2312.7460,2473.0610,118.7997,298.3887,341.1758,36.2777,,"CPU"
